"","X","gvkey","datadate","viol","fyearq","fqtr","datacqtr","datafqtr","actq","atq","cheq","cshoq","dlcq","dlttq","ibq","lctq","ltq","oibdpq","ppentq","saleq","seqq","txditcq","xintq","prccq","splticrm","sich","sic","cuur0000aa0","websiteSEC","cikSEC","formtype","nameSEC","datereport","datefiled","Year","gvkey.1","datadate.1","fyearq.1","fqtr.1","indfmt","curcdq","datacqtr.1","datafqtr.1","prcraq","aqcy","capxy","prstkcy","costat","dvpspq","Index.1","Index.Correct","time","time.2"
"40",3128,2561,"30.09.05",1,2005,2,"2005Q3","2005Q2",37.729,55.932,6.7,4.947,6.286,0.725,-0.213,14.301,19.317,0.494,14.157,21.457,36.382,0.212,0.124,5,"",2842,2842,595.4,"http://www.sec.gov/Archives/edgar/data/351717/0000351717-05-000045.txt",351717,"10-Q","CPAC INC","30.09.05","14.11.05",2005,2561,"30.09.05",2005,2,"INDL","USD","2005Q3","2005Q2",NA,0,0.155,0,"I",0.07,"http://www.sec.gov/Archives/edgar/data/351717/0000351717-05-000045","http://www.sec.gov/Archives/edgar/data/351717/0000351717-05-000045-index.htm","2005-11-14 16:11:09","16:11:09"
"41",3204,2589,"30.09.04",1,2004,3,"2004Q3","2004Q3",77.427,300.582,6.385,20.696,3.397,107.04,1.242,33.391,162.713,12.578,27.516,46.432,128.793,21.003,2.38,7.22,"BB-",3790,8093,568.7,"http://www.sec.gov/Archives/edgar/data/1018871/0001193125-04-189189.txt",1018871,"10-Q","HEALTHTRONICS SURGICAL SERVICES INC","30.09.04","08.11.04",2004,2589,"30.09.04",2004,3,"INDL","USD","2004Q3","2004Q3",NA,-3.155,6.403,0,"I",0,"http://www.sec.gov/Archives/edgar/data/1018871/0001193125-04-189189","http://www.sec.gov/Archives/edgar/data/1018871/0001193125-04-189189-index.htm","2004-11-08 14:06:59","14:06:59"
"42",3276,2602,"30.06.06",1,2006,4,"2006Q2","2006Q4",93.941,364.804,0.108,9.178,2.555,196.65,-2.274,62.466,303.548,6.808,128.393,113.35,61.256,0,4.052,17.48,"BB-",2721,2721,607.8,"http://www.sec.gov/Archives/edgar/data/745274/0001193125-06-190025.txt",745274,"10-K","CADMUS COMMUNICATIONS CORP/NEW","30.06.06","13.09.06",2006,2602,"30.06.06",2006,4,"INDL","USD","2006Q2","2006Q4",18.02,2.76,58.233,3.464,"I",0.0625,"http://www.sec.gov/Archives/edgar/data/745274/0001193125-06-190025","http://www.sec.gov/Archives/edgar/data/745274/0001193125-06-190025-index.htm","2006-09-13 14:25:11","14:25:11"
"43",3280,2606,"31.03.04",1,2003,4,"2004Q1","2003Q4",33.727,100.019,0.011,4.743,2.921,34.552,10.857,30.2,65.752,1.664,44.224,64.077,34.267,0,0.964,8.7,"",2015,2015,561.5,"http://www.sec.gov/Archives/edgar/data/16104/0000016104-04-000017.txt",16104,"10-K","CAGLES INC","03.04.04","24.06.04",2004,2606,"31.03.04",2003,4,"INDL","USD","2004Q1","2003Q4",NA,0,0.411,0,"I",0,"http://www.sec.gov/Archives/edgar/data/16104/0000016104-04-000017","http://www.sec.gov/Archives/edgar/data/16104/0000016104-04-000017-index.htm","2004-06-24 16:57:40","16:57:40"
"44",3309,2615,"31.05.07",1,2007,1,"2007Q2","2007Q1",75.84,227.313,11.138,23.607,33.519,0,-10.945,77.705,86.087,-14.261,6.572,46.393,141.226,0,0.444,4.48,"",3663,3663,622.921,"http://www.sec.gov/Archives/edgar/data/730255/0000730255-07-000017.txt",730255,"10-Q","CalAmp Corp.","02.06.07","17.07.07",2007,2615,"31.05.07",2007,1,"INDL","USD","2007Q2","2007Q1",NA,27.311,0.516,0,"A",0,"http://www.sec.gov/Archives/edgar/data/730255/0000730255-07-000017","http://www.sec.gov/Archives/edgar/data/730255/0000730255-07-000017-index.htm","2007-07-17 16:23:37","16:23:37"
"45",3513,2817,"31.12.04",1,2004,4,"2004Q4","2004Q4",21013,43091,445,342.937,7688,15837,551,16210,35624,1179,7682,8584,7467,23,208,97.51,"A",3531,3531,570.1,"http://www.sec.gov/Archives/edgar/data/18230/0000018230-05-000218.txt",18230,"10-K","CATERPILLAR INC","22.02.05","24.02.05",2004,2817,"31.12.04",2004,4,"INDL","USD","2004Q4","2004Q4",84.8,NA,2114,539,"A",0.41,"http://www.sec.gov/Archives/edgar/data/18230/0000018230-05-000218","http://www.sec.gov/Archives/edgar/data/18230/0000018230-05-000218-index.htm","2005-02-24 16:42:01","16:42:01"
"46",3605,2845,"30.06.07",1,2007,1,"2007Q2","2007Q1",NA,12444.978,380.264,120.883,1924.346,3381.562,-132.081,NA,7503.994,-146.404,126.453,1901.786,4793.303,0,82.351,40.1,"BBB",1531,1531,624.129,"http://www.sec.gov/Archives/edgar/data/18532/0000950134-07-016300.txt",18532,"10-Q","CENTEX CORP","30.06.07","01.08.07",2007,2845,"30.06.07",2007,1,"INDL","USD","2007Q2","2007Q1",40.07,0,2.498,0.252,"I",0.04,"http://www.sec.gov/Archives/edgar/data/18532/0000950134-07-016300","http://www.sec.gov/Archives/edgar/data/18532/0000950134-07-016300-index.htm","2007-07-31 18:34:17","18:34:17"
"47",3647,2870,"30.06.05",1,2005,2,"2005Q2","2005Q2",112.856,533.594,67.177,12.275,1.02,133.339,2.634,39.924,305.14,10.427,297.878,75.116,228.454,29.445,2.09,18.5,"BB+",4911,4911,582.6,"http://www.sec.gov/Archives/edgar/data/18808/0000018808-05-000071.txt",18808,"10-Q","CENTRAL VERMONT PUBLIC SERVICE CORP","30.06.05","08.08.05",2005,2870,"30.06.05",2005,2,"INDL","USD","2005Q2","2005Q2",NA,0,7.321,2,"I",0.23,"http://www.sec.gov/Archives/edgar/data/18808/0000018808-05-000071","http://www.sec.gov/Archives/edgar/data/18808/0000018808-05-000071-index.htm","2005-08-05 17:40:34","17:40:34"
"48",3723,2903,"31.03.06",1,2005,4,"2006Q1","2005Q4",11.763,14.356,0.935,10.158,0.007,0.004,-0.46,1.957,1.961,-0.683,0.95,5.177,12.395,0,NA,2.75,"",3842,9995,598.6,"http://www.sec.gov/Archives/edgar/data/713492/0000950129-06-006839.txt",713492,"10-K","CHAD THERAPEUTICS INC","31.03.06","29.06.06",2006,2903,"31.03.06",2005,4,"INDL","USD","2006Q1","2005Q4",NA,0,0.175,0,"I",0,"http://www.sec.gov/Archives/edgar/data/713492/0000950129-06-006839","http://www.sec.gov/Archives/edgar/data/713492/0000950129-06-006839-index.htm","2006-06-29 12:41:34","12:41:34"
"49",3766,2918,"30.06.06",1,2006,2,"2006Q2","2006Q2",21.696,23.923,0.255,3.655,0.111,8.77,0.093,14.279,23.049,0.356,1.841,4.533,0.874,0,0.14,0.9,"",3714,3714,607.8,"http://www.sec.gov/Archives/edgar/data/19161/0000019161-06-000019.txt",19161,"10-Q","CHAMPION PARTS INC","02.07.06","16.08.06",2006,2918,"30.06.06",2006,2,"INDL","USD","2006Q2","2006Q2",NA,0,0.03,0,"I",0,"http://www.sec.gov/Archives/edgar/data/19161/0000019161-06-000019","http://www.sec.gov/Archives/edgar/data/19161/0000019161-06-000019-index.htm","2006-08-16 15:47:47","15:47:47"
"50",3819,2942,"30.04.05",1,2005,3,"2005Q1","2005Q3",84.143,157.358,24.651,14.957,4.5,12,3.809,28.536,53.978,7.874,23.096,50.534,103.38,10.202,0.353,26.61,"",5047,3845,582.9,"http://www.sec.gov/Archives/edgar/data/19446/0001104659-05-027567.txt",19446,"10-Q","CANTEL MEDICAL CORP","30.04.05","09.06.05",2005,2942,"30.04.05",2005,3,"INDL","USD","2005Q1","2005Q3",NA,0,2.528,0,"A",0,"http://www.sec.gov/Archives/edgar/data/19446/0001104659-05-027567","http://www.sec.gov/Archives/edgar/data/19446/0001104659-05-027567-index.htm","2005-06-09 16:28:24","16:28:24"
"51",3824,2942,"31.07.06",1,2006,4,"2006Q2","2006Q4",82.448,238.227,29.898,15.399,4.748,34.638,0.922,39.097,97.422,5.135,38.104,50.14,140.805,22.021,0.956,14.38,"",5047,3845,609.6,"http://www.sec.gov/Archives/edgar/data/19446/0001104659-06-066838.txt",19446,"10-K","CANTEL MEDICAL CORP","31.07.06","16.10.06",2006,2942,"31.07.06",2006,4,"INDL","USD","2006Q2","2006Q4",13.87,71.134,6.069,4.256,"A",0,"http://www.sec.gov/Archives/edgar/data/19446/0001104659-06-066838","http://www.sec.gov/Archives/edgar/data/19446/0001104659-06-066838-index.htm","2006-10-16 17:08:52","17:08:52"
"52",4016,3026,"31.12.05",1,2005,4,"2005Q4","2005Q4",494.438,1962.117,126.678,64.389,121.282,635.261,16.227,409.71,1264.981,50.305,326.903,431.274,696.878,124.882,11.957,33.03,"BB",2840,2840,589.4,"http://www.sec.gov/Archives/edgar/data/313927/0001193125-06-052189.txt",313927,"10-K","CHURCH & DWIGHT CO INC /DE/","31.12.05","13.03.06",2005,3026,"31.12.05",2005,4,"INDL","USD","2005Q4","2005Q4",NA,83.54,37.737,0,"A",0.06,"http://www.sec.gov/Archives/edgar/data/313927/0001193125-06-052189","http://www.sec.gov/Archives/edgar/data/313927/0001193125-06-052189-index.htm","2006-03-13 15:20:24","15:20:24"
"53",4047,3031,"30.06.05",1,2005,2,"2005Q2","2005Q2",8.321,9.073,0.723,41.343,1.284,2.775,-0.169,6.136,10.834,-0.025,0.732,5.782,-1.761,0,0.053,0.42,"",3663,3663,582.6,"http://www.sec.gov/Archives/edgar/data/20232/0000020232-05-000065.txt",20232,"10-Q","CHYRON CORP","30.06.05","12.08.05",2005,3031,"30.06.05",2005,2,"INDL","USD","2005Q2","2005Q2",NA,0,0.158,0,"I",0,"http://www.sec.gov/Archives/edgar/data/20232/0000020232-05-000065","http://www.sec.gov/Archives/edgar/data/20232/0000020232-05-000065-index.htm","2005-08-12 16:57:25","16:57:25"
"54",4079,3041,"31.12.04",1,2004,4,"2004Q4","2004Q4",406.8,739.9,69.2,48.6,17.2,235.9,-1.9,213.4,689.5,14.1,128.4,213,50.4,11.4,8.1,3.39,"B-",3559,3559,570.1,"http://www.sec.gov/Archives/edgar/data/716823/0000950152-05-002759.txt",716823,"10-K","MILACRON INC","31.12.04","30.03.05",2004,3041,"31.12.04",2004,4,"INDL","USD","2004Q4","2004Q4",2.97,0,8.8,0,"I",0,"http://www.sec.gov/Archives/edgar/data/716823/0000950152-05-002759","http://www.sec.gov/Archives/edgar/data/716823/0000950152-05-002759-index.htm","2005-03-30 17:23:11","17:23:11"
"55",4220,3107,"31.12.06",1,2006,4,"2006Q4","2006Q4",782.3,1939.7,351.7,40.905,0,0,70,374.9,935.8,108.9,884.9,552.1,918.1,117.9,0.8,48.44,"",1000,1000,604.5,"http://www.sec.gov/Archives/edgar/data/764065/0001193125-07-123585.txt",764065,"10-K","CLEVELAND CLIFFS INC","31.12.06","25.05.07",2006,3107,"31.12.06",2006,4,"INDL","USD","2006Q4","2006Q4",44.57,0,132.9,121.5,"A",0.125,"http://www.sec.gov/Archives/edgar/data/764065/0001193125-07-123585","http://www.sec.gov/Archives/edgar/data/764065/0001193125-07-123585-index.htm","2007-05-25 15:18:57","15:18:57"
"56",4233,3116,"31.12.05",1,2005,3,"2005Q4","2005Q3",48.409,120.572,13.607,7.968,6.333,8.118,-42.718,37.14,58.297,0.431,12.675,19.901,62.168,12.849,0.22,17.5,"",3826,2836,589.4,"http://www.sec.gov/Archives/edgar/data/716646/0000950135-06-000846.txt",716646,"10-Q","CLINICAL DATA INC","31.12.05","14.02.06",2005,3116,"31.12.05",2005,3,"INDL","USD","2005Q4","2005Q3",NA,1.003,0.479,0,"I",0,"http://www.sec.gov/Archives/edgar/data/716646/0000950135-06-000846","http://www.sec.gov/Archives/edgar/data/716646/0000950135-06-000846-index.htm","2006-02-14 17:21:59","17:21:59"
"57",4265,3126,"31.12.05",1,2005,4,"2005Q4","2005Q4",198.924,322.816,2.78,15.759,18.86,12.913,-10.572,105.907,129.013,-16.965,67.581,139.977,193.803,0,0.791,11.81,"",3716,2452,589.4,"http://www.sec.gov/Archives/edgar/data/21212/0000021212-06-000023.txt",21212,"10-K","COACHMEN INDUSTRIES INC","31.12.05","27.02.06",2005,3126,"31.12.05",2005,4,"INDL","USD","2005Q4","2005Q4",NA,0,5.696,0,"I",0.12,"http://www.sec.gov/Archives/edgar/data/21212/0000021212-06-000023","http://www.sec.gov/Archives/edgar/data/21212/0000021212-06-000023-index.htm","2006-02-27 17:11:35","17:11:35"
"58",4382,3157,"30.06.06",1,2006,3,"2006Q2","2006Q3",744.811,1064.414,463.432,31.232,0,199.733,11.245,113.208,376.078,21.351,150.416,149.524,688.336,28.276,1.847,33.74,"",3826,3826,607.8,"http://www.sec.gov/Archives/edgar/data/21510/0001104659-06-052978.txt",21510,"10-Q","COHERENT INC","01.07.06","09.08.06",2006,3157,"30.06.06",2006,3,"INDL","USD","2006Q2","2006Q3",0,7.517,12.884,22.25,"A",0,"http://www.sec.gov/Archives/edgar/data/21510/0001104659-06-052978","http://www.sec.gov/Archives/edgar/data/21510/0001104659-06-052978-index.htm","2006-08-09 13:40:27","13:40:27"
"59",4445,3178,"31.10.04",1,2004,4,"2004Q3","2004Q4",54.57,80.727,0.163,6.369,2.372,18.515,0.801,35.918,55.959,NA,19.365,57.974,24.768,1.526,0.361,5.11,"",3713,3713,571.9,"http://www.sec.gov/Archives/edgar/data/21759/0000922907-05-000453.txt",21759,"10-K","COLLINS INDUSTRIES INC","31.10.04","03.08.05",2004,3178,"31.10.04",2004,4,"INDL","USD","2004Q3","2004Q4",NA,0,1.838,5.302,"I",0.035,"http://www.sec.gov/Archives/edgar/data/21759/0000922907-05-000453","http://www.sec.gov/Archives/edgar/data/21759/0000922907-05-000453-index.htm","2005-08-03 17:20:13","17:20:13"
"60",4459,3184,"30.06.06",1,2006,2,"2006Q2","2006Q2",25.389,29.869,0.97,4.592,14.259,1.4,0.339,22.369,23.769,0.764,1.643,18.156,6.1,0,0.336,2.1,"",5070,5070,607.8,"http://www.sec.gov/Archives/edgar/data/21828/0001140361-06-011583.txt",21828,"10-Q","COLONIAL COMMERCIAL CORP","30.06.06","11.08.06",2006,3184,"30.06.06",2006,2,"INDL","USD","2006Q2","2006Q2",NA,0,0.196,0,"A",0,"http://www.sec.gov/Archives/edgar/data/21828/0001140361-06-011583","http://www.sec.gov/Archives/edgar/data/21828/0001140361-06-011583-index.htm","2006-08-11 15:33:20","15:33:20"
"61",4464,3184,"30.09.07",1,2007,3,"2007Q3","2007Q3",31.399,36.597,0.587,4.646,18.625,1.426,0.134,28.231,29.657,0.615,1.846,20.522,6.94,0,0.386,1.352,"",5070,5070,624.543,"http://www.sec.gov/Archives/edgar/data/21828/0001140361-07-021808.txt",21828,"10-Q","COLONIAL COMMERCIAL CORP","30.09.07","14.11.07",2007,3184,"30.09.07",2007,3,"INDL","USD","2007Q3","2007Q3",NA,4.703,0.34,0,"A",0,"http://www.sec.gov/Archives/edgar/data/21828/0001140361-07-021808","http://www.sec.gov/Archives/edgar/data/21828/0001140361-07-021808-index.htm","2007-11-14 08:00:09","08:00:09"
"62",4522,3229,"31.12.04",1,2004,4,"2004Q4","2004Q4",16.261,30.379,8.074,9.819,16.101,0.009,-2.496,25.034,35.42,-0.873,1.809,9.294,-5.041,0,0.612,1.25,"",3661,3661,570.1,"http://www.sec.gov/Archives/edgar/data/230131/0001193125-05-077857.txt",230131,"10-K","COMDIAL CORP","31.12.04","18.04.05",2004,3229,"31.12.04",2004,4,"INDL","USD","2004Q4","2004Q4",NA,0,0.375,0,"I",0,"http://www.sec.gov/Archives/edgar/data/230131/0001193125-05-077857","http://www.sec.gov/Archives/edgar/data/230131/0001193125-05-077857-index.htm","2005-04-15 17:43:11","17:43:11"
"63",4651,3310,"31.03.06",1,2005,4,"2006Q1","2005Q4",2648,10438,1865,571.753,1,1810,-39,3377,5758,131,634,942,4680,46,10,27.21,"BBB-",7372,7372,598.6,"http://www.sec.gov/Archives/edgar/data/356028/0000950123-06-009660.txt",356028,"10-K","CA, INC.","31.03.06","31.07.06",2006,3310,"31.03.06",2005,4,"INDL","USD","2006Q1","2005Q4",27.61,1011,143,590,"A",0.04,"http://www.sec.gov/Archives/edgar/data/356028/0000950123-06-009660","http://www.sec.gov/Archives/edgar/data/356028/0000950123-06-009660-index.htm","2006-07-31 17:22:12","17:22:12"
"64",4684,3336,"31.12.06",1,2006,3,"2006Q4","2006Q3",6173.9,13120.7,726,172.734,587.1,1421.8,113.5,4616.7,6843.3,511.7,2439.4,3640.6,6277.4,0,56.3,53.37,"A-",7370,7370,604.5,"http://www.sec.gov/Archives/edgar/data/23082/0000023082-07-000021.txt",23082,"10-Q","COMPUTER SCIENCES CORP","29.12.06","05.03.07",2006,3336,"31.12.06",2006,3,"INDL","USD","2006Q4","2006Q3",52.62,131.3,550.6,1000,"A",0,"http://www.sec.gov/Archives/edgar/data/23082/0000023082-07-000021","http://www.sec.gov/Archives/edgar/data/23082/0000023082-07-000021-index.htm","2007-03-02 19:59:20","19:59:20"
"65",4768,3369,"31.12.04",1,2005,2,"2004Q4","2005Q2",6.925,20.492,0.19,10.099,1.386,6.552,0.051,4.551,11.518,0.509,12.639,13.769,8.974,0,0.138,2.85,"",5140,5140,570.1,"http://www.sec.gov/Archives/edgar/data/718332/0000718332-05-000009.txt",718332,"10-Q","PIZZA INN INC /MO/","26.12.04","09.02.05",2004,3369,"31.12.04",2005,2,"INDL","USD","2004Q4","2005Q2",2.98,0,0.354,0.117,"A",0,"http://www.sec.gov/Archives/edgar/data/718332/0000718332-05-000009","http://www.sec.gov/Archives/edgar/data/718332/0000718332-05-000009-index.htm","2005-02-09 17:13:59","17:13:59"
"66",4846,3416,"30.09.04",1,2004,3,"2004Q3","2004Q3",1746.975,2870.747,639.059,51.08,112.727,602.52,41.914,1035.682,2177.368,104.884,854.516,973.619,693.379,61.185,10.959,40.99,"BBB-",4210,4210,568.7,"http://www.sec.gov/Archives/edgar/data/23675/0000023675-04-000029.txt",23675,"10-Q","CNF INC","30.09.04","09.11.04",2004,3416,"30.09.04",2004,3,"INDL","USD","2004Q3","2004Q3",NA,0,110.111,0,"I",0.1,"http://www.sec.gov/Archives/edgar/data/23675/0000023675-04-000029","http://www.sec.gov/Archives/edgar/data/23675/0000023675-04-000029-index.htm","2004-11-08 17:46:02","17:46:02"
"67",4904,3465,"31.12.06",1,2006,4,"2006Q4","2006Q4",49.6,93.705,2.77,1.605,2.866,12.8,0.384,22.089,40.362,2.317,32.365,40.455,53.343,3.883,0.26,26.49,"",3270,3585,604.5,"http://www.sec.gov/Archives/edgar/data/24104/0001104659-07-024031.txt",24104,"10-K","CONTINENTAL MATERIALS CORP","30.12.06","30.03.07",2006,3465,"31.12.06",2006,4,"INDL","USD","2006Q4","2006Q4",0,2.452,6.553,0,"A",0,"http://www.sec.gov/Archives/edgar/data/24104/0001104659-07-024031","http://www.sec.gov/Archives/edgar/data/24104/0001104659-07-024031-index.htm","2007-03-30 12:54:41","12:54:41"
"68",5076,3580,"30.09.04",1,2004,3,"2004Q3","2004Q3",754.754,2037.928,32.199,59.014,44.108,296.4,-205.206,749.285,1452.547,63.986,287.34,477.32,585.381,58.952,5.819,28.92,"BBB+",3490,3490,568.7,"http://www.sec.gov/Archives/edgar/data/25445/0001193125-04-191266.txt",25445,"10-Q","CRANE CO /DE/","30.09.04","09.11.04",2004,3580,"30.09.04",2004,3,"INDL","USD","2004Q3","2004Q3",0,49.957,15.652,44.569,"A",0.1,"http://www.sec.gov/Archives/edgar/data/25445/0001193125-04-191266","http://www.sec.gov/Archives/edgar/data/25445/0001193125-04-191266-index.htm","2004-11-09 16:05:17","16:05:17"
"69",5102,3584,"30.06.07",1,2007,2,"2007Q2","2007Q2",2.588,17.873,1.032,10.787,1.529,0.424,-0.894,6.783,7.207,-0.579,0.99,2.651,10.666,0,NA,2.05,"",7373,7373,624.129,"http://www.sec.gov/Archives/edgar/data/712815/0001104659-07-063676.txt",712815,"10QSB","ASPYRA INC","30.06.07","20.08.07",2007,3584,"30.06.07",2007,2,"INDL","USD","2007Q2","2007Q2",0,0,0.039,0,"A",0,"http://www.sec.gov/Archives/edgar/data/712815/0001104659-07-063676","http://www.sec.gov/Archives/edgar/data/712815/0001104659-07-063676-index.htm","2007-08-20 16:27:01","16:27:01"
"70",5125,3600,"31.12.04",1,2004,4,"2004Q4","2004Q4",0.004,2.984,0.004,17.137,9.651,0,-0.401,9.747,11.037,-0.043,0.01,0,-8.053,0,0,0.37,"",1381,1381,570.1,"http://www.sec.gov/Archives/edgar/data/25657/0000101594-05-000092.txt",25657,"10-K","CRESTED CORP","31.12.04","15.04.05",2004,3600,"31.12.04",2004,4,"INDL","USD","2004Q4","2004Q4",NA,0,0,0,"I",0,"http://www.sec.gov/Archives/edgar/data/25657/0000101594-05-000092","http://www.sec.gov/Archives/edgar/data/25657/0000101594-05-000092-index.htm","2005-04-15 16:26:05","16:26:05"
"71",5308,3734,"31.12.04",1,2004,4,"2004Q4","2004Q4",3423,9019,634,149.881,155,2054,-74,2673,6486,129,2171,2042,2411,0,52,17.33,"BBB-",3714,3714,570.1,"http://www.sec.gov/Archives/edgar/data/26780/0000950152-05-001912.txt",26780,"10-K","DANA CORP","31.12.04","09.03.05",2004,3734,"31.12.04",2004,4,"INDL","USD","2004Q4","2004Q4",17.31,5,329,0,"A",0.12,"http://www.sec.gov/Archives/edgar/data/26780/0000950152-05-001912","http://www.sec.gov/Archives/edgar/data/26780/0000950152-05-001912-index.htm","2005-03-09 17:07:53","17:07:53"
"72",5408,3793,"31.12.04",1,2004,4,"2004Q4","2004Q4",27.486,33.874,3.457,9.764,0.585,0.096,-4.832,8.289,8.503,-1.136,3.47,13.549,25.371,0.118,NA,4.22,"",3827,3827,570.1,"http://www.sec.gov/Archives/edgar/data/708250/0000708250-05-000004.txt",708250,"10-K","SCIENTIFIC TECHNOLOGIES INC","31.12.04","31.03.05",2004,3793,"31.12.04",2004,4,"INDL","USD","2004Q4","2004Q4",NA,0,1.197,NA,"I",0,"http://www.sec.gov/Archives/edgar/data/708250/0000708250-05-000004","http://www.sec.gov/Archives/edgar/data/708250/0000708250-05-000004-index.htm","2005-03-31 13:27:03","13:27:03"
"73",5528,3833,"31.12.07",1,2007,4,"2007Q4","2007Q4",9.491,24.264,0.018,3.022,0.599,1.409,-0.665,5.577,7.852,-0.715,9.283,9.922,16.412,0.866,0.023,4.25,"",2390,2390,629.174,"http://www.sec.gov/Archives/edgar/data/27613/0001116502-08-000522.txt",27613,"10-K","DECORATOR INDUSTRIES INC","29.12.07","27.03.08",2007,3833,"31.12.07",2007,4,"INDL","USD","2007Q4","2007Q4",NA,1.3,0.275,0,"I",0.03,"http://www.sec.gov/Archives/edgar/data/27613/0001116502-08-000522","http://www.sec.gov/Archives/edgar/data/27613/0001116502-08-000522-index.htm","2008-03-27 10:48:27","10:48:27"
"74",5573,3851,"31.03.06",1,2006,1,"2006Q1","2006Q1",5107,20558,3362,197.336,1302,6654,-2069,6314,32221,126,14026,3908,-11663,0,214,0.57,"D",4512,4512,598.6,"http://www.sec.gov/Archives/edgar/data/27904/0000950144-06-004929.txt",27904,"10-Q","DELTA AIR LINES INC /DE/","31.03.06","12.05.06",2006,3851,"31.03.06",2006,1,"INDL","USD","2006Q1","2006Q1",NA,0,92,0,"A",0,"http://www.sec.gov/Archives/edgar/data/27904/0000950144-06-004929","http://www.sec.gov/Archives/edgar/data/27904/0000950144-06-004929-index.htm","2006-05-12 15:46:31","15:46:31"
"75",5637,3897,"30.09.05",1,2005,3,"2005Q3","2005Q3",4986,23714,187,177.826,1763,6797,29,5776,18189,290,10593,2060,5431,1416,129,45.86,"BBB",4911,4931,595.4,"http://www.sec.gov/Archives/edgar/data/936340/0000950124-05-006246.txt",936340,"10-Q","DTE ENERGY CO","30.09.05","08.11.05",2005,3897,"30.09.05",2005,3,"INDL","USD","2005Q3","2005Q3",NA,0,709,12,"A",0.515,"http://www.sec.gov/Archives/edgar/data/936340/0000950124-05-006246","http://www.sec.gov/Archives/edgar/data/936340/0000950124-05-006246-index.htm","2005-11-08 16:03:55","16:03:55"
"76",5739,3937,"31.03.05",1,2004,4,"2005Q1","2004Q4",869.856,1404.059,29.128,45.368,215.515,486.412,-3.764,401.591,988.977,15.832,221.162,319.222,414.312,7.779,14.834,6.25,"BB",5190,5190,579,"http://www.sec.gov/Archives/edgar/data/939930/0000939930-05-000043.txt",939930,"10-K","ALLIANCE ONE INTERNATIONAL, INC.","31.03.05","14.06.05",2005,3937,"31.03.05",2004,4,"INDL","USD","2005Q1","2004Q4",NA,0,16.494,0,"A",0.075,"http://www.sec.gov/Archives/edgar/data/939930/0000939930-05-000043","http://www.sec.gov/Archives/edgar/data/939930/0000939930-05-000043-index.htm","2005-06-14 16:15:04","16:15:04"
"77",5767,3949,"31.07.04",1,2004,4,"2004Q2","2004Q4",315.634,776.246,116.41,33.504,0,155,8.548,119.702,286.556,83.831,434.816,136.292,489.69,0,1.501,24.63,"BB+",1382,1382,567.5,"http://www.sec.gov/Archives/edgar/data/28866/0001047469-05-012810.txt",28866,"10-K","VERITAS DGC INC","31.07.04","02.05.05",2004,3949,"31.07.04",2004,4,"INDL","USD","2004Q2","2004Q4",19.14,0,156.793,20,"I",0,"http://www.sec.gov/Archives/edgar/data/28866/0001047469-05-012810","http://www.sec.gov/Archives/edgar/data/28866/0001047469-05-012810-index.htm","2005-05-02 17:29:25","17:29:25"
"78",5823,3969,"31.03.07",1,2007,1,"2007Q1","2007Q1",479.373,629.774,335.317,26.083,2.636,238.143,13.009,72.267,315.342,19.873,101.552,92.02,309.23,0,1.725,34.85,"",3674,3674,615.145,"http://www.sec.gov/Archives/edgar/data/29002/0001144204-07-023953.txt",29002,"10-Q","DIODES INC /DEL/","31.03.07","10.05.07",2007,3969,"31.03.07",2007,1,"INDL","USD","2007Q1","2007Q1",NA,0,12.906,0,"A",0,"http://www.sec.gov/Archives/edgar/data/29002/0001144204-07-023953","http://www.sec.gov/Archives/edgar/data/29002/0001144204-07-023953-index.htm","2007-05-10 12:09:39","12:09:39"
"79",5857,3980,"30.06.06",1,2006,3,"2006Q2","2006Q3",9165,59357,1953,2160.2,2692,9974,1095,9351,25567,NA,17006,8474,32534,2453,158,30,"A-",4833,4888,607.8,"http://www.sec.gov/Archives/edgar/data/1001039/0001193125-06-166907.txt",1001039,"10-Q","WALT DISNEY CO/","01.07.06","09.08.06",2006,3980,"30.06.06",2006,3,"INDL","USD","2006Q2","2006Q3",29.51,NA,770,4056,"A",0,"http://www.sec.gov/Archives/edgar/data/1001039/0001193125-06-166907","http://www.sec.gov/Archives/edgar/data/1001039/0001193125-06-166907-index.htm","2006-08-09 09:35:24","09:35:24"
"80",5931,4036,"31.01.07",1,2007,2,"2006Q4","2007Q2",594.407,1177.813,35.334,79.279,160.33,95.544,31.275,419.215,626.472,54.68,338.225,463.74,551.341,39.765,3.234,35.22,"",3564,3714,606.348,"http://www.sec.gov/Archives/edgar/data/29644/0000897101-07-000524.txt",29644,"10-Q","DONALDSON CO INC","31.01.07","02.03.07",2007,4036,"31.01.07",2007,2,"INDL","USD","2006Q4","2007Q2",35.04,NA,36.14,61.89,"A",0.09,"http://www.sec.gov/Archives/edgar/data/29644/0000897101-07-000524","http://www.sec.gov/Archives/edgar/data/29644/0000897101-07-000524-index.htm","2007-03-02 16:15:59","16:15:59"
